CONTRATO;CODIGO;DESEMBOLSO;SALDO_REAL;MONTO_CUOTA;NUMERO_CUOTAS;CUOTAS_PAGADAS;CUOTAS_PENDIENTES;TASA;FECHA_ALTA;FECHA_VENCIMIENTO;COD_PRODUCTO
707715;269066213093;13000;4595;323;60;44;16;18;11/06/2007;22/06/2012;P001
704261;69115002422;155000;80580;2068;76;28;48;11;14/10/2008;14/02/2015;H001
704116;269203241531;51712;40000;1103;59;17;42;9,9;06/08/2009;02/08/2014;V001
705959;869224872412;15000;7286;280;60;37;23;14,9;30/01/2008;31/01/2013;P001
706482;269216213103;16500;16500;881;23;0;23;22,5;21/02/2011;01/02/2013;P001
711349;969108985365;1346;194;44;36;17;19;11,9;22/11/2001;30/11/2004;P001
698967;869226853933;1000;1000;101;11;0;11;21,9;15/01/2011;02/01/2012;P001
699700;869204833233;2000;1689;204;11;1;10;21,9;03/12/2010;02/12/2011;P001
702186;269213238988;30000;28430;872;47;4;43;16,9;15/09/2010;10/09/2014;P001
702010;569212574504;49951;41112;2550;24;9;15;22;14/12/2004;14/12/2006;C002
710080;669225669029;6341;6341;194;45;4;41;18,9;07/05/2008;30/05/2012;P001
713686;69227053013;11350;8367;413;35;11;24;17,9;23/02/2010;02/02/2013;P001
699197;569233521091;31550;27653;789;48;8;40;9,49;16/06/2010;30/06/2014;V001
705131;469100480010;50000;50000;1026;60;0;60;15,5;02/02/2011;29/02/2016;P001
701649;369200355625;64400;64148;812;180;3;177;13,5;18/11/2010;24/11/2025;H001
711903;269230290470;9000;6903;220;60;19;41;17;11/07/2009;17/07/2014;P001
697728;169221112162;3500;2831;173;23;5;18;12,5;26/08/2010;20/08/2012;P001
698921;969229966036;1500;1500;97;18;0;18;21,9;15/02/2011;15/08/2012;P001
709060;769102789969;58000;27029;1289;31;7;24;14;14/07/2010;16/02/2013;P001
708238;869229815815;15000;1980;411;15;11;4;15,99;31/03/2010;30/06/2011;P001
706956;369130306776;70000;34424;1469;60;34;26;9,75;03/04/2008;03/04/2013;H001
706960;369130306776;70000;38243;1688;60;33;27;16,5;02/05/2008;02/05/2013;P001
711640;469216419609;10750;7169;264;60;26;34;17;29/11/2008;17/12/2013;P001
706214;569208562172;7000;527;137;36;32;4;21;03/06/2008;03/06/2011;P001
699655;669221666456;283217;283066;1969;300;3;297;8,75;03/11/2010;30/11/2035;H001
704439;769216791521;86400;75328;865;180;41;139;9;05/09/2007;05/09/2022;H001
712112;169225127997;6000;4248;188;42;15;27;17;07/11/2009;17/05/2013;P001
708400;469211430110;6000;5048;245;36;12;24;30;17/07/2003;17/07/2006;P001
708483;969222917027;84100;78590;770;240;39;201;9,5;23/11/2007;23/11/2027;H001
711461;69214077017;5000;1833;145;48;34;14;18;01/04/2008;17/04/2012;P001
711457;69217095675;5000;1838;146;48;34;14;18;26/03/2008;17/04/2012;P001
699780;669227641721;8200;6286;305;35;13;22;19,9;14/10/2008;01/10/2011;P001
702406;669203602052;22000;18336;783;35;6;29;16,15;27/07/2010;02/07/2013;P001
710525;469231483753;37322;32642;911;58;12;46;16;28/12/2009;04/12/2014;V001
711939;869214836356;7000;4906;199;48;18;30;17;06/08/2009;17/08/2013;P001
711168;69155000340;32196;30203;1127;35;3;32;13,99;19/10/2010;15/10/2013;V001
713762;269214238288;55500;32611;1899;35;16;19;12,99;25/09/2009;05/09/2012;P001
712685;969026929379;72500;51078;677;180;86;94;10,5;10/12/2003;15/12/2018;H001
702252;69014084534;35235;5391;688;59;51;8;5,9;25/10/2006;02/10/2011;V001
702366;69014084534;27900;8928;237;60;12;48;12,9;12/02/2010;17/02/2015;P001
702376;69014084534;57000;32326;830;59;10;49;12;31/03/2010;17/03/2015;P001
704626;769229770230;2200;104;106;16;16;0;17,99;29/10/2009;28/02/2011;P001
708845;469218408618;7250;6058;473;18;4;14;23;30/01/2006;30/07/2007;P001
711233;369235317947;45646;44500;964;60;2;58;9,99;01/12/2010;04/12/2015;V001
713901;969204911341;75486;75486;1936;54;0;54;16;18/08/2010;17/08/2015;P001
699157;569113520730;50000;25855;1232;47;31;16;17;26/02/2007;22/02/2011;P001
704026;669207692132;112000;97647;1121;180;42;138;9;29/08/2007;30/08/2022;H001
711979;969216956076;7000;5072;201;48;17;31;17;21/08/2009;17/09/2013;P001
699203;669015636296;870217;866653;7723;239;4;235;8,99;28/09/2010;05/09/2030;H001
707120;169236152712;7000;5884;1223;6;1;5;16,9;06/01/2011;11/07/2011;P001
700016;269139219389;23500;22066;818;35;3;32;13,5;06/10/2010;07/10/2013;P001
699143;969220932532;12000;9193;418;36;10;26;16,15;21/04/2010;30/04/2013;P001
708355;569227508118;8050;6207;286;36;11;25;17,9;05/03/2010;30/03/2013;P001
708073;169146148778;60000;51936;1402;60;12;48;14,9;08/02/2010;28/02/2015;P001
710147;569213563993;2250;411;87;35;31;4;22,9;26/06/2008;30/06/2011;P001
711159;669029602062;33489;31617;602;59;4;55;8,99;30/09/2010;21/09/2015;V001
697718;669029602062;7500;717;724;11;10;1;12,5;31/03/2010;03/03/2011;P001
710165;169204155245;7000;2957;194;48;31;17;15,5;09/07/2008;30/07/2012;P001
712951;869216854544;121568;55645;1555;113;71;42;9,5;21/03/2005;21/08/2014;H001
699452;69201000420;40020;39275;1285;36;1;35;9,5;06/01/2011;30/01/2014;V001
705467;269225252502;80000;73174;834;180;34;146;9,75;11/04/2008;30/04/2023;H001
710848;969201911741;2000;1571;87;24;10;14;21;11/07/2005;30/07/2007;P001
700517;669215648338;20280;16701;739;36;9;27;19,9;18/05/2010;18/05/2013;P001
701613;969233960460;21759;20011;390;60;7;53;9,49;27/07/2010;30/07/2015;V001
707899;869219865655;53000;40604;1845;36;9;27;16,15;07/05/2010;13/05/2013;P001
710077;869225851461;2500;2377;159;18;4;14;18,9;30/04/2008;30/10/2009;P001
710409;569229558698;48691;35696;1063;59;20;39;10,99;19/06/2009;01/06/2014;V001
711277;969206972702;29399;29092;612;60;1;59;9,25;10/01/2011;20/01/2016;V001
705453;669200678738;35000;10369;878;59;46;13;18;30/03/2007;22/03/2012;P001
698939;169216136276;6138;1472;224;36;29;7;19,9;23/09/2008;30/09/2011;P001
704355;869211894064;16500;16004;370;59;3;56;11,9;11/10/2010;05/10/2015;P001
704372;869211894064;34080;32467;594;60;3;57;8,25;17/11/2010;30/11/2015;V001
704256;269104227797;5001;969;167;36;30;6;13;12/08/2008;21/08/2011;P001
710340;869228892492;35955;25292;878;58;23;35;16;23/02/2009;01/02/2014;V001
698513;169230106136;20000;4771;996;24;19;5;18,9;02/07/2009;02/07/2011;P001
712220;269214268198;6000;4896;172;48;12;36;17;20/01/2010;17/02/2014;P001
714344;469228428268;62118;56150;1051;72;9;63;13;04/05/2010;04/05/2016;P001
699919;669226635425;12250;8045;363;47;20;27;18,9;06/05/2009;05/05/2013;P001
703902;669234675035;19000;19000;607;47;0;47;23,9;31/01/2011;05/01/2015;P001
714380;869118876006;2900;270;274;12;12;0;27;09/09/1996;04/09/1997;P001
697298;669231644544;4868;4868;295;23;3;20;41,35;25/08/2010;01/08/2012;P001
711596;269214227587;7750;4887;189;60;28;32;17;17/10/2008;17/10/2013;P001
701941;69211075145;1200;113;115;12;11;1;30;19/03/2010;30/03/2011;P001
700166;669216662872;6000;3195;483;14;5;9;18,9;04/09/2010;30/11/2011;P001
701090;969088916996;6500;6227;233;36;2;34;18,5;17/12/2010;18/12/2013;P001
704867;69048078128;20520;20520;987;25;0;25;18,9;10/09/2010;18/03/2013;P001
700941;169202101791;1900;1437;199;12;5;7;53;23/06/1999;23/06/2000;P001
702961;369226337987;2850;2185;218;15;4;11;20,9;14/09/2010;09/01/2012;P001
705654;169216144404;6000;2809;104;35;3;32;25;29/10/2010;02/10/2013;P001
699970;669230659939;3000;585;299;11;9;2;20,15;17/04/2010;02/04/2011;P001
710870;569222541261;2000;1549;105;23;10;13;21;06/02/2008;05/02/2010;P001
702851;569215552852;16900;13884;431;59;15;44;19;19/10/2009;03/10/2014;P001
707854;269214245545;2500;85;161;18;8;10;21;10/03/2008;30/09/2009;P001
712258;169214193143;7000;5655;199;48;12;36;17;12/02/2010;17/02/2014;P001
714056;769221796456;75545;62199;2504;35;7;28;10,49;21/06/2010;15/06/2013;V001
708862;869206810700;9000;4620;328;36;20;16;19,9;11/06/2009;17/06/2012;P001
697622;669156611001;60000;59343;1486;60;1;59;17,9;29/01/2011;01/02/2016;P001
699726;369205365875;26051;3834;565;48;43;5;10;12/07/2007;30/07/2011;P001
699737;369205365875;135000;128319;1173;239;28;211;8,7;09/09/2008;08/09/2028;H001
708321;869215851991;48000;36805;627;120;41;79;10;28/09/2007;30/09/2017;H001
706047;269225257507;3000;2240;151;24;8;16;20,15;15/06/2010;30/06/2012;P001
704751;769228719469;60000;50350;1201;72;17;55;13,5;24/09/2009;30/09/2015;H001
698192;669229653513;4000;2672;201;24;9;15;20,15;10/05/2010;30/05/2012;P001
702463;769235799239;10000;10000;1023;11;0;11;23,9;13/01/2011;02/01/2012;P001
703371;969221926946;15000;13158;433;48;8;40;18,15;04/06/2010;10/06/2014;P001
702976;969217995845;11000;10331;556;24;2;22;19,5;03/12/2010;24/12/2012;P001
705461;969201905535;104500;88609;1129;155;38;117;9;16/11/2007;20/11/2020;H001
699480;69221058868;10311;1606;278;48;44;4;13,9;28/06/2007;30/06/2011;P001
703105;869215871271;45000;37153;1070;59;14;45;14,99;20/11/2009;02/11/2014;P001
703145;869215871271;5500;5312;211;35;2;33;21,9;17/11/2010;04/11/2013;P001
701250;669023663633;3609;853;98;36;28;8;9;15/10/2008;15/10/2011;P001
701353;669023663633;10000;7850;216;48;12;36;10;10/02/2010;28/02/2014;P001
714559;69206005445;30000;1562;234;48;42;6;14,9;23/08/2007;30/08/2011;P001
698290;69218060670;5120;727;189;36;33;3;21;27/05/2008;27/05/2011;P001
700833;169227104104;6000;5039;1053;6;1;5;19,5;10/01/2011;11/07/2011;P001
702773;769142742432;74400;58609;1038;120;39;81;11,75;16/11/2007;30/11/2017;H001
702795;769142742432;30000;26855;878;48;7;41;19;22/07/2010;25/07/2014;P001
704309;569219586316;3300;643;329;11;9;2;19,9;06/04/2010;03/04/2011;P001
701781;869097859659;15000;9007;500;36;16;20;12,75;09/10/2009;22/10/2012;P001
701782;869097859659;8500;5402;291;36;15;21;14,75;14/11/2009;22/11/2012;P001
702894;869209821781;3500;3500;229;18;0;18;21,9;16/02/2011;31/08/2012;P001
707426;969223937487;5000;2693;153;60;33;27;30;03/03/2008;27/03/2013;P001
707897;169205159729;10000;6582;481;24;9;15;14,9;04/05/2010;22/05/2012;P001
707423;969223937487;10000;1543;93;60;39;21;30;02/11/2007;20/11/2012;P001
708229;869207823183;5830;2785;355;23;15;8;40;16/11/2009;01/11/2011;P001
712001;569217529809;7000;5055;200;48;17;31;17;29/08/2009;17/09/2013;P001
699693;769229705095;1500;1252;82;24;5;19;30;20/09/2010;20/09/2012;P001
705970;169155154814;5000;703;182;36;33;3;20;30/05/2008;30/05/2011;P001
698053;369217378598;19000;17542;355;60;6;54;11,5;24/08/2010;24/08/2015;P001
703153;969231957117;4500;4278;307;17;2;15;21,9;29/12/2010;01/06/2012;P001
708179;769200765895;3915;0;374;12;12;0;29;28/05/1998;28/05/1999;P001
697808;69218085805;6120;5629;254;35;8;27;30;13/01/2009;05/01/2012;P001
705642;69215072892;4500;4039;171;35;5;30;20,9;16/08/2010;02/08/2013;P001
711897;569120551451;6000;3207;212;36;19;17;17;07/07/2009;17/07/2012;P001
698743;69002056726;89755;36090;1864;60;39;21;9,25;19/11/2007;19/11/2012;V001
698766;69002056726;85695;66384;1769;60;16;44;8,99;02/10/2009;02/10/2014;V001
702858;69209059199;8150;5789;296;35;12;23;17,9;29/01/2010;05/01/2013;P001
704163;669204607897;47560;26364;577;156;89;67;11,5;08/09/2003;30/09/2016;H002
704164;669204607897;11890;7009;892;26;14;12;11,5;08/09/2003;30/09/2016;H002
706040;869225823223;2000;1536;86;29;8;21;20,15;26/05/2010;03/11/2012;P001
709846;769136717027;341562;338775;3372;180;3;177;8,75;16/11/2010;17/11/2025;H001
708993;69225008398;183043;181754;1714;239;6;233;9,8;30/07/2010;30/07/2030;H001
712916;869212843013;52873;25700;731;120;73;47;11,5;18/01/2005;30/01/2015;H002
712917;869212843013;13218;6563;1126;20;12;8;11,5;18/01/2005;30/01/2015;H002
704115;369222315375;62105;46040;1312;59;18;41;9,45;08/07/2009;02/07/2014;V001
707428;869224877727;158000;17834;4624;48;33;15;19;03/05/2008;03/05/2012;C001
708184;69220092992;10086;9895;297;42;4;38;12,9;25/06/2007;30/06/2011;P001
702060;669088666786;109684;77408;1488;120;50;70;11;01/12/2006;15/12/2016;H001
701771;469223459699;3000;2971;111;35;1;34;18;14/12/2010;10/12/2013;P001
703927;569200534334;40000;37180;540;120;14;106;10,89;30/12/2009;30/12/2019;H004
703928;569200534334;10000;9313;829;20;2;18;10,89;30/12/2009;30/12/2019;H004
704326;69226043253;2000;886;187;12;8;4;23,15;25/06/2010;30/06/2011;P001
706895;769103754524;25000;24749;638;60;1;59;19,5;17/01/2011;18/01/2016;P001
699173;469211401941;4000;343;176;30;28;2;25;10/10/2008;20/04/2011;P001
702777;369220353763;15250;1099;561;35;33;2;18,9;22/04/2008;02/04/2011;P001
707523;869214885585;41528;13230;818;60;44;16;6,9;19/06/2007;19/06/2012;V001
702403;969223906496;5500;4610;201;35;7;28;18,15;18/06/2010;02/06/2013;P001
712795;269201263773;71920;59102;725;240;79;161;11;07/07/2004;31/07/2024;H002
712796;269201263773;17980;14906;1119;40;13;27;11;07/07/2004;31/07/2024;H002
714553;69219086966;46255;41377;1156;48;6;42;9,5;05/08/2010;05/08/2014;V001
701915;669033606286;60000;33684;1273;60;30;30;10,25;29/08/2008;30/08/2013;H001
708048;869227809439;20000;1669;852;29;27;2;18,9;24/10/2008;15/04/2011;P001
713387;769217760410;85129;69687;852;180;55;125;9;24/07/2006;25/07/2021;H001
698751;169203144154;7500;7500;193;60;3;57;19,9;10/07/2008;25/07/2013;P001
698296;369228386416;30000;10510;5458;6;6;0;35;24/12/2008;24/06/2009;C001
707070;469130451351;10000;8173;489;24;5;19;16,9;09/09/2010;10/09/2012;P001
706957;469130451351;62360;51701;887;116;31;85;11,75;12/03/2008;15/03/2018;H001
710695;369209394614;49155;40559;1651;35;12;23;11,5;27/03/2002;08/03/2005;V001
698010;169214138228;13700;4214;730;18;13;5;14,9;22/01/2010;30/07/2011;P001
699388;769217700950;18000;13377;891;24;7;17;18,15;16/07/2010;16/07/2012;P001
701966;569216555195;5000;4126;254;24;5;19;20,9;09/09/2010;17/09/2012;P001
701979;569216555195;1500;1363;82;24;3;21;30;06/11/2010;15/11/2012;P001
705876;169211140420;207400;207400;4273;59;0;59;8;24/02/2011;23/02/2016;H001
704996;169210109139;29087;14485;626;60;34;26;10,9;19/04/2008;30/04/2013;V001
698940;469227497437;3000;3000;305;11;4;7;25;26/09/2008;10/09/2009;P001
709438;69205095805;35000;7069;1226;35;30;5;14,9;22/08/2008;01/08/2011;P001
700581;869219821601;14500;13720;643;29;6;23;23;29/08/2006;15/02/2009;P001
701265;69014002662;7858;2055;213;36;27;9;9;03/11/2008;15/11/2011;P001
714346;469051421721;142100;138646;1751;144;7;137;11;23/07/2010;25/07/2022;H001
713281;69205022792;46900;30631;636;120;58;62;11;07/04/2006;30/04/2016;H001
699375;769223739119;28290;8445;871;36;26;10;6,9;05/12/2008;05/12/2011;V001
703620;769235765605;35181;34407;752;59;1;58;9,75;17/12/2010;07/12/2015;V001
707123;69213069539;1000;1000;157;7;0;7;30;26/01/2011;02/09/2011;P001
712208;769217775965;7000;4859;247;36;13;23;17;12/01/2010;17/01/2013;P001
709026;569201596346;4100;3351;153;35;8;27;20,15;22/05/2010;02/05/2013;P001
710515;69231075675;37532;31977;916;58;12;46;16;07/12/2009;04/12/2014;V001
706121;569222578698;1000;1000;178;6;0;6;21,9;15/02/2011;31/08/2011;P001
709932;169225131331;156493;133542;4298;48;10;38;15;26/04/2010;30/04/2014;C001
713758;369134316396;29439;22964;1165;47;17;30;41;04/09/2009;01/09/2013;P001
700134;369216349149;89700;85314;805;240;29;211;9,2;19/09/2008;30/09/2028;H001
701954;469216414604;88187;86581;1237;120;6;114;11,75;09/08/2010;31/08/2020;H001
710205;69221076146;3550;837;126;36;30;6;18;14/08/2008;30/08/2011;P001
701930;369106381271;49980;34896;413;240;15;225;13,5;26/11/2009;30/11/2029;H001
705161;569216567257;6153;1542;234;34;28;6;19,9;12/09/2008;01/09/2011;P001
708989;469209433213;22581;12786;1175;23;12;11;19,9;26/02/2010;01/02/2012;P001
709720;669031611291;7500;518;177;18;15;3;14,75;30/11/2009;30/05/2011;P001
709129;569223512442;30000;23602;1648;23;6;17;27;31/03/2010;01/03/2012;C001
697651;969218934414;194700;181455;2069;179;22;157;10,25;05/03/2009;02/03/2024;H001
701907;869218888388;5000;2531;253;24;16;8;21;10/04/2008;30/04/2010;P001
702274;769206760810;22185;5130;529;48;38;10;6,9;21/12/2007;21/12/2011;V001
707225;369141307727;60000;19763;422;96;34;62;11,75;17/04/2008;22/04/2016;H001
707264;369141307727;60437;9996;714;35;20;15;10,9;30/05/2009;23/05/2012;V001
713660;669203648588;5000;1737;207;30;21;9;18,9;26/05/2009;30/11/2011;P001
697335;69213099079;15300;10844;542;35;14;21;14,99;17/11/2009;10/11/2012;P001
705074;769215708158;1000;290;100;11;8;3;20,15;29/05/2010;10/05/2011;P001
705424;269201272622;4000;3539;160;35;5;30;25;13/08/2010;05/08/2013;P001
711080;569113575635;7000;6885;255;36;1;35;19,5;06/01/2011;15/01/2014;P001
711659;169214134004;5000;1812;178;36;25;11;17;18/12/2008;17/01/2012;P001
713319;769218704834;41760;25917;577;120;57;63;11,5;04/05/2006;31/05/2016;H002
713320;769218704834;10440;6766;894;20;9;11;11,5;04/05/2006;31/05/2016;H002
712919;369113330280;123250;91295;1233;180;73;107;9;31/01/2005;30/01/2020;H001
705613;469203477247;20000;967;979;24;23;1;16,9;07/03/2009;07/03/2011;P001
698422;69220008028;1120;0;105;12;10;2;25;15/09/2008;15/09/2009;P001
709998;969093997557;37000;13129;677;60;42;18;10,5;08/08/2007;08/08/2012;P001
712417;969201997027;63800;30554;759;155;105;50;11;10/04/2002;03/04/2015;H001
699424;269205248198;40994;33625;1332;35;8;27;8,99;04/06/2010;01/06/2013;V001
706248;169236135695;10000;10000;545;23;0;23;23,9;06/01/2011;02/01/2013;P001
706794;569215576596;15000;773;791;25;25;0;30;12/03/2004;30/04/2006;P001
697424;669031648968;20000;1113;30;60;13;47;12,9;14/01/2010;23/01/2015;P001
700065;869212801031;13000;8125;417;35;15;20;21;07/10/2009;02/10/2012;P001
710025;869223834524;32381;14351;782;59;39;20;16;19/11/2007;01/11/2012;V001
706613;869208824484;15000;14281;355;59;8;51;15;19/05/2008;05/05/2013;P001
701474;169125154214;46400;32616;530;180;78;102;11,5;06/08/2004;29/08/2019;H002
701475;169125154214;11600;8195;820;30;13;17;11,5;06/08/2004;29/08/2019;H002
702967;969201976126;5100;4396;261;24;4;20;21,9;14/10/2010;17/10/2012;P001
704389;169224155865;1000;924;93;12;1;11;21,9;07/01/2011;09/01/2012;P001
712010;269215291431;7000;4127;247;36;17;19;17;07/09/2009;17/09/2012;P001
712073;669218646606;7000;4300;246;36;16;20;17;16/10/2009;17/10/2012;P001
714248;69208055795;3352;2519;347;11;4;7;30;07/10/2010;01/10/2011;P001
706766;69236046876;50400;50242;693;143;0;143;13,5;31/01/2011;02/01/2023;H001
709174;369216389149;33973;9388;1073;35;26;9;6,9;27/11/2008;04/11/2011;V001
709186;369216389149;60000;34814;2055;36;17;19;14,9;05/09/2009;07/09/2012;P001
709225;369216389149;34980;34980;745;59;0;59;9,5;11/02/2011;08/02/2016;V001
707815;169029104704;1700;1599;61;36;3;33;17,5;08/11/2010;22/11/2013;P001
710315;469219479599;34647;23269;846;58;25;33;16;23/12/2008;01/12/2013;V001
708024;969233900900;1000;925;101;11;1;10;21,9;16/12/2010;02/12/2011;P001
711557;869046889969;5500;2051;173;42;29;13;17;05/09/2008;17/03/2012;P001
711253;669233698858;38396;37517;807;59;1;58;8,99;13/12/2010;03/12/2015;V001
706290;469090477867;7000;7000;7085;1;0;1;15,5;19/05/2010;30/03/2011;P001
707242;769219734784;3000;769;118;35;28;7;25;09/09/2008;03/09/2011;P001
706312;469090477867;21950;20934;519;60;4;56;15,5;29/10/2010;30/10/2015;P001
697906;169150137967;464000;461242;5764;119;2;117;8,5;11/11/2010;02/11/2020;H001
700689;869228817537;5120;461;467;12;11;1;17,9;10/03/2010;16/03/2011;P001
701786;769204798878;21000;17298;595;48;12;36;16,9;15/02/2010;28/02/2014;P001
702840;869206888148;10000;4498;275;54;35;19;20;05/03/2008;05/09/2012;P001
702396;169230151521;5000;3444;256;23;8;15;18,15;25/05/2010;02/05/2012;P001
712485;669206677857;128760;85190;1452;180;99;81;11,25;12/11/2002;12/11/2017;H001
700015;569204593523;48018;48018;1228;55;0;55;16,5;28/09/2010;30/09/2015;P001
699220;469119450230;2000;498;125;24;23;1;53;18/12/1997;08/12/1999;P001
707619;969212923433;7000;309;262;37;37;0;24;06/05/2005;30/06/2008;P001
711086;769116733093;70000;68978;2001;48;1;47;17,5;21/01/2011;21/01/2015;P001
710617;869207881781;41012;25990;2368;20;9;11;18;28/05/2010;30/01/2012;V001
701113;169226147437;7950;5954;286;36;11;25;18,9;04/03/2010;04/03/2013;P001
705054;269202295235;25000;21638;603;59;11;48;15,9;12/02/2010;02/02/2015;P001
704960;169209191331;145000;98585;1886;120;53;67;9,9;06/09/2006;30/09/2016;H001
698733;69201011091;2430;2220;154;24;6;18;53;04/02/1999;04/02/2001;P001
704062;569212545115;370057;369747;2993;300;3;297;8,75;06/11/2010;30/11/2035;H001
707313;969201910610;35000;32704;1050;47;5;42;18,9;23/08/2010;18/08/2014;P001
712135;269217213123;7000;5462;201;48;14;34;17;20/11/2009;17/12/2013;P001
704147;269120252032;3562;3562;337;12;12;0;26,8;13/02/1997;16/02/1998;P001
706810;969215990300;10000;2225;347;47;40;7;30;14/09/2007;05/09/2011;P001
713046;169120100100;34800;26410;333;180;66;114;11;18/08/2005;31/08/2020;H002
713047;169120100100;8700;6621;596;30;11;19;11;18/08/2005;31/08/2020;H002
698284;169218175255;185600;93687;4031;72;44;28;17;18/06/2007;18/06/2013;C001
698320;169218175255;72950;72064;1909;59;2;57;19,9;20/11/2010;05/11/2015;P001
699019;369217357887;2610;931;243;12;12;0;23;23/03/2006;10/04/2007;P001
697934;169205111781;366600;330767;4693;120;19;101;9,5;01/07/2009;22/07/2019;H001
697936;169205111781;90788;77895;1813;60;11;49;7,49;26/03/2010;26/03/2015;V001
702036;169208183493;30000;18885;686;48;20;28;13,49;10/06/2009;22/06/2013;P001
702882;769218714144;40000;38645;946;60;3;57;15,5;24/11/2010;25/11/2015;P001
